subject_id,trial_condition,trial_cue,trial_corr_resp,trial_shift,resp_corr,resp_rt,resp_value,mean_rt,sd_rt,exclude_thresh,exclude_trial,exclude_part
105,shape,shape,left,0,0,0.455893633803,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.623733784038,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,0,0.663809802817,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,1.01594651643,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.847786065728,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.543859981221,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.735864788732,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.775713953052,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.535798985915,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.591848262911,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.655886422535,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.367683004695,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.415856075117,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.35981370892,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.407857276995,left,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.511843455399,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.44784856338,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,right,0,1,0.543759023474,right,0.5754232338027,0.1693095032934972,2,0,0
105,shape,shape,left,0,1,0.471817615023,left,0.5754232338027,0.1693095032934972,2,0,0
105,shift,color,left,1,1,0.391866591549,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,shape,right,1,1,0.439890929577,right,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,shape,right,0,1,0.551728976526,right,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,left,1,1,0.511876507042,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,right,0,1,0.447764131455,right,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,right,0,1,0.535769840376,right,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,left,0,1,0.439946516432,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,shape,left,1,1,0.887682704225,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,right,1,0,0.90389543662,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,left,0,1,0.663795079812,left,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,color,left,0,0,0.687816713615,right,0.7867001361504687,0.28177691906946806,6.4,0,0
105,shift,shape,right,1,1,0.607891830986,right,0.7867001361504687,0.28177691906946806,6.4,0,0
